ID,Partner.Country,Reporting.Country,Product,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015
11377,Germany,Poland,Giant Rubber Band,7504,7501.8,7511,7499,7495.2,7538.8,7463.2,7483.2,7669.8,7236.6,7543.4,8229.6,5937.2,8463.4,10288,10180,10506.4,10887.6,12438.4,12985.8,14786.2,15333.6,14115,14931.8,17296.8,16966.8
11378,Germany,Poland,Glue,3378.4,3378.6,3378.4,3378.4,3378.8,3378,3378.6,3379.6,3375.8,3380.4,3382.6,3364.2,3394.4,3389,3309.4,5427,7360,6040.8,7378.2,10192.6,9606.6,9645.4,7956.4,8575.8,8488,7836.2
11379,Germany,Lithuania,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4,0,0,0,0,0,0,0.2,0,0
11380,Germany,Lithuania,Giant Rubber Band,1.6,1.6,1.6,1.6,1.6,1.6,1.8,1.6,1.6,2,1.4,1.2,3.4,0,0,26.8,15,33.4,2.8,15.8,17.6,7.8,0,0,0,0
11381,Germany,Lithuania,Glue,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.2,2.8,2.2,1.6,4.8,0,0,13.8,13.4,21.8,12.8,25.2,22,13.6,0,0.2,1.6,0
11382,Germany,Latvia,Glue,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1,1.6,1.2,0.6,0,1,0,0,0,0,0,0,0,0.6,0
11383,Germany,Hungary,Smoke Screen Bomb,5556.8,5558.8,5564.6,5547.2,5564.6,5582.2,5495,5616.4,5635.2,5233.2,5981.2,5691,4027.4,8225,4820.8,5307.8,2832,980.8,149.4,0,0,5,0,0,0,0
11384,Germany,Hungary,Giant Rubber Band,630,630.4,630,629.6,631.8,628.4,628.6,638.2,618.6,629.2,667,559.4,661.2,780.2,237,0,0.2,0,0,0.4,0,0,0,7,1.4,0.6
11385,Germany,Hungary,Glue,2442.2,2442.6,2440.8,2443.4,2443.8,2434.8,2451.8,2444.8,2408.2,2502.4,2423.6,2298.6,2784.8,2187.6,1923,2438.4,1128,311.6,14,3,0,0.8,0,0,0,0
11386,Germany,Estonia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0.4,0.6,1,0,0
11387,Germany,Estonia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,6.8,0,0,0,0,0
11388,Germany,Estonia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
11389,Germany,Czech Republic,Smoke Screen Bomb,353.6,353.8,353,354,354.2,350.8,357,354.8,340.4,376,348.2,297,482.8,264.6,143.4,123,185.4,67.6,134.6,257,87.6,89.2,90,101.6,102.4,92.6
11390,Germany,Czech Republic,Giant Rubber Band,429.4,429.4,429.2,429.6,429,429,431,427.2,428.8,437,416.2,433,461.6,354,483.4,376.4,375.2,616,555.6,717.6,703.8,503.6,610.2,655.6,838.2,1187
11391,Germany,Czech Republic,Glue,2195.6,2195,2196.8,2195,2193,2202,2190,2187,2229,2154.2,2178,2355,1929.6,2249.2,2886.4,2543.8,1978.8,2058.4,2506.4,928.2,1067.6,1214.8,1075.8,1053.6,1150.2,1266
11392,Germany,Croatia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11393,Germany,Croatia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11394,Germany,Croatia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,4.2,0,0,0
11395,Germany,Bulgaria,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8,0,0,0,0,0,0,0,0
11396,Germany,Bulgaria,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11397,Germany,Bulgaria,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0
11398,Greece,Turkey,Smoke Screen Bomb,164.6,164.6,164.8,164.2,165,165,162.8,167,165.6,156,179.4,161.2,127.4,249.4,106.8,29.4,4.6,0,41.8,22.8,9.4,60,0,0,19.6,0
11399,Greece,Turkey,Giant Rubber Band,24.4,24.4,24.4,24.2,24.4,24.6,23.6,25,25,21,29,25.4,8.4,53.4,14,4.6,4.8,0,0,8.4,0,4.4,0,0,0,0
11400,Greece,Turkey,Glue,5,5,5,5,5,5,5,5.2,5,5,5.6,4.2,4.8,7.8,0.2,0,0,13.6,1,53.8,10.6,16,24.4,25.6,24,3.8
11401,Greece,Slovenia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.2,122,104.4,364.8,260.2,71.8,25.4,13.8,0,27.6,36.8
11402,Greece,Slovenia,Giant Rubber Band,68.6,68.2,68.8,68.4,67.6,70.2,67.4,65.2,78.2,58.6,59,117,0,59.8,291.2,441.4,426.8,306.4,297.6,221.6,507.2,436.8,62,11.6,90,56.2
11403,Greece,Slovenia,Glue,92,91.8,92.2,91.8,91.8,92.8,90.8,91.8,95.8,84.6,94.8,108.2,51,125,148.4,271.4,128.2,37.2,30.2,63.8,34.8,141.2,28.2,3,0,19
11404,Greece,Slovakia,Smoke Screen Bomb,524,524,526,521.8,524.4,531.4,509.6,532.2,552.4,444.2,600.2,612.8,119.8,1067.6,651.2,809.8,826.2,562,826.8,748,696.2,533,347.6,592.8,844,1226.8
11405,Greece,Slovakia,Giant Rubber Band,113.6,113.6,113.2,114.2,113.8,111.4,117.2,113,104,134.4,100.8,76.8,225.6,0,4.6,0,2,0.6,1.2,0,5.4,7,6,8.4,20.2,9
11406,Greece,Slovakia,Glue,190.2,190.2,189.2,191,190.4,186.2,196,189.2,173.6,225.2,168.8,126.6,380,0,0,3.2,0.2,64.8,175.6,0,11.8,4.6,0,0,9,0
11407,Greece,Serbia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11408,Greece,Romania,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0.8,0,0,0,0,0.4,0
11409,Greece,Romania,Giant Rubber Band,7.6,7.6,7.6,7.8,7.6,7.6,7.8,7.4,7.6,8.6,6.4,7.8,11.4,0,11.8,7.6,0,0,0,0,0,0,0,0,0,0
11410,Greece,Romania,Glue,4,4,4,4,4,3.8,4,4,3.6,4.6,3.4,2.6,7.8,0,0,8.4,0,0,5.2,6,2.4,0,4,2.4,3,19.4
11411,Greece,Poland,Smoke Screen Bomb,75,75,74.8,75.2,75.2,73.8,76.4,75.2,70.2,83.8,71.6,55,124.6,35.6,4.6,0,0,0,0,15.6,0,0,0,0.4,0,3.4
11412,Greece,Poland,Giant Rubber Band,70.4,70.6,70.6,70.2,70.8,71,68.6,72.8,71.6,61.4,85.2,68.2,30.8,156.6,17.6,0.2,0,4.4,0,76.4,35.6,0,0,0,0,0
11413,Greece,Poland,Glue,8.6,8.6,8.6,8.6,8.8,8.8,8.2,9,9,6.8,11.6,8.6,0,26,0,0,0,0,0,0,0,0,0,0,0,0
11414,Greece,Lithuania,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.4,0,0,0,0,0,0
11415,Greece,Lithuania,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
11416,Greece,Latvia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6.2,6.2
11417,Greece,Hungary,Smoke Screen Bomb,340.4,340,340.8,340.4,339.2,342.6,339.2,335.8,352.6,329.4,325.2,403.4,259.6,312.4,638.2,467.4,426,143.2,41.8,22.4,99,13.6,0,0,0,0
11418,Greece,Hungary,Giant Rubber Band,124.2,124.4,123.8,124.8,124.6,122.2,127.4,124,115,143.6,113.2,88.2,229.2,22.2,13.4,8.8,7.2,0.4,4,0.4,3.6,0,0.4,0,0.4,0
11419,Greece,Hungary,Glue,45.4,45.4,45.6,45.4,45.6,45.8,45,45.8,46.4,43.2,47.8,48,33.8,61.2,49,53.8,19.4,25,0,0,4.4,7.8,0,0,0,0
11420,Greece,Czech Republic,Smoke Screen Bomb,3.2,3.2,3.4,3.4,3.2,3.4,3.4,3.2,3.6,3.2,2.8,4.4,2.4,1.6,9.6,8.6,0.4,0.2,1.2,3.4,1.2,1.4,0,0,0,0
11421,Greece,Czech Republic,Giant Rubber Band,63.4,63.4,63.4,63.4,63.2,63.6,63.8,62,64.8,64.2,57.2,73,62.4,36.2,120.6,149,163.4,86.8,78.8,24.2,2.8,10.6,13,13,5.6,3.4
11422,Greece,Czech Republic,Glue,133,133,133,133,132.8,133.6,132.6,132,136.2,129.6,130.2,149,109.4,132,205.8,329.6,295.8,197.4,154.2,7.2,9.4,1.2,0.6,1,0.8,0.4
11423,Greece,Bulgaria,Smoke Screen Bomb,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0,0,1.2,0.4,0.8,0.2,8.4,6.6,2,6,4,25.2,41.2,119.4
11424,Greece,Bulgaria,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,38.2,54.6
11425,Greece,Bulgaria,Glue,2.2,2.2,2.2,2.4,2.2,2.2,2.4,2.2,2,2.8,2,1.6,4.6,0,0,0,0,0,12.2,0,0,0,0,0,0.4,32.8
11426,Iceland,Turkey,Smoke Screen Bomb,6.8,6.8,6.8,6.8,6.6,6.8,6.8,6.6,7,6.6,6.2,8.4,5,5,15.2,10,5,0,5,0,5,0,0,0,0,0
11427,Iceland,Slovakia,Smoke Screen Bomb,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21,21.4,21.8,20,22.6,23.2,14,30.6,39.6,4.6,4.4,0,0,0,0,0,0,0,0
11428,Iceland,Poland,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0
11429,Iceland,Poland,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0,1.8,0,0,0,0,0,0,0,0
11430,Iceland,Poland,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
11431,Iceland,Lithuania,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0
11432,Iceland,Lithuania,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0
11433,Iceland,Latvia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
11434,Iceland,Hungary,Smoke Screen Bomb,3,3,3,3,3,3,2.8,3,3,2.2,4,3,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0
11435,Iceland,Hungary,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
11436,Iceland,Estonia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11437,Iceland,Czech Republic,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0
11438,Iceland,Czech Republic,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21.2,25.4,13.2,12.8,12.6,1.6,5.8
11439,Iceland,Bulgaria,Smoke Screen Bomb,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.4,1.2,0.8,2.6,0,0,0,0,0,0,0,0,0,0,0.6,0,0
11440,Iceland,Bulgaria,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
11441,Ireland,Turkey,Smoke Screen Bomb,164.2,164.2,164,164.4,164.4,163.4,165.2,165,159.8,170.6,164.4,144.6,202.8,146,85,34.6,24.6,71.8,49.8,30.4,10.2,6,0,0,0,0
11442,Ireland,Turkey,Giant Rubber Band,30.4,30.4,30.4,30.4,30.4,30.2,30.4,30.4,30,30.4,30.8,28.6,31.8,32,22.2,17.8,4.6,13.8,18.6,0,0,9.4,0,0,0,0
11443,Ireland,Turkey,Glue,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.8,1.8,1.4,2.2,1.6,0.2,4.8,0,13.6,4.6,0,0,0,0,0,0,0,0,0
11444,Ireland,Slovenia,Smoke Screen Bomb,5.6,5.6,5.6,5.6,5.6,5.8,5.4,5.6,6.2,4.6,5.8,8,0,9.6,14.4,0,0,0,0,0,0,0,0,0,0,0
11445,Ireland,Slovenia,Giant Rubber Band,4.4,4.4,4.4,4.4,4.2,4.4,4.4,4.2,4.4,4.6,3.4,5,5.6,0,9.2,0,0,1,2,0,2,0,0,0,0,0
11446,Ireland,Slovenia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.2,0.2,0
11447,Ireland,Slovakia,Smoke Screen Bomb,129.2,129.2,128.8,129.4,129.6,127.6,131,130,121.8,140.8,127.4,97.4,197.8,87.2,7.2,0,0,0,0,0,0,0,0,9.8,0,0
11448,Ireland,Slovakia,Giant Rubber Band,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,0.8,0.6,1.6,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0
11449,Ireland,Serbia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11450,Ireland,Poland,Smoke Screen Bomb,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.4,1,0.8,2.4,0,0,7.4,0,0.2,0,0,13,0,0,0,0,4.6,5.2
11451,Ireland,Poland,Giant Rubber Band,37.6,37.6,37.6,37.6,37.4,38,37.2,37.4,39.2,35,37.8,45,22.2,46.4,66.6,46.8,65.8,99,37.8,19.8,55.2,69.8,78.4,68.8,66,75.8
11452,Ireland,Poland,Glue,17,17,17,17.2,17,17,17.4,17,16.4,18.6,16,15,24.6,8,12.2,0.2,4.8,17.4,0,0,0,1,1.6,1.8,7.6,4.6
11453,Ireland,Lithuania,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11454,Ireland,Lithuania,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.6,0,0,0,0
11455,Ireland,Lithuania,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0,0
11456,Ireland,Latvia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
11457,Ireland,Latvia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11458,Ireland,Hungary,Smoke Screen Bomb,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.4,2.4,1.8,0,5.2,0.4,0,0.2,0,4.2,0,0,0,0,0,0,0
11459,Ireland,Hungary,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11460,Ireland,Hungary,Glue,1.8,1.8,1.8,1.6,1.6,1.8,1.6,1.6,1.8,1.4,1.8,2.4,0,3,4.2,0,0.2,0,0.4,0,0,0,0,0,0,0
11461,Ireland,Estonia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
11462,Ireland,Czech Republic,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11463,Ireland,Czech Republic,Giant Rubber Band,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,0.8,0.6,1.8,0,0,5,17.2,61.8,67.8,100.2,109.6,187,205,266.6,192.2,118.4,80.8
11464,Ireland,Czech Republic,Glue,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.6,0,0,1.6,2.6,14.4,55.4,143.6,121,150.6,161.4,196.2,267.2,319.4,344.6
11465,Ireland,Croatia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0
11466,Italy,Turkey,Smoke Screen Bomb,182.2,182.4,182,182.4,183,180.6,183.6,184.6,173.6,192.8,187.2,140.4,250.8,170.4,0,0,0,10,9.4,30.8,5,0,0,0,0,0
11467,Italy,Turkey,Giant Rubber Band,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.8,0,0,0,0,1.2,0,0,0,0,0,0,23,4.8
11468,Italy,Turkey,Glue,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.6,0,0,1.6,0,0,0.4,0,4.8,0,6.6,8.4,0,0,1
11469,Italy,Slovenia,Smoke Screen Bomb,1818.8,1819.2,1819.6,1817.6,1820.2,1820.8,1812,1827.8,1822.6,1785.8,1875.2,1806.6,1675.4,2143.2,1601.2,1945,1613.4,1147.4,917.4,995.4,1212.6,813.6,75.4,36.6,469,1333
11470,Italy,Slovenia,Giant Rubber Band,655.4,655.6,654.8,655.8,656,652.8,658.6,656.8,642.6,676.2,652,600,776.4,579.4,444.2,481.6,232.4,1.8,4,15.8,185.4,325.2,259.4,166.6,362.4,408.8
11471,Italy,Slovenia,Glue,593.4,593.4,593,593.6,593.6,592.2,595,593.4,588,604,588.2,571.8,651.8,541.2,522.2,1195.2,1023,694.4,765.8,67,195.8,329.4,237.8,169.4,180.2,298
11472,Italy,Slovakia,Smoke Screen Bomb,2182.8,2178.8,2185.6,2184.4,2166.4,2205.8,2180.8,2112.8,2323.6,2106.4,1908.2,2956.2,1454.4,1313.8,6100.6,7686.2,5205.8,5070,5047,4966.2,3414.4,2864.8,4780.6,6870.2,7400.8,7521.4
11473,Italy,Slovakia,Giant Rubber Band,2780.4,2778.8,2782.2,2780.2,2773.6,2792.8,2774.2,2754,2850,2718.4,2693.6,3138.2,2323.6,2619.4,4471.4,3789,4422.6,3984.8,4408.6,4170.8,4110.4,3442.4,3830.4,3883.4,3349.2,3037.2
11474,Italy,Slovakia,Glue,712.2,711.4,712.2,712.6,709.6,714.6,713.8,700.2,729.6,711.6,659.6,817.8,657.4,503.4,1292.6,1172,1146,940.4,1037.2,804.4,492.4,232.8,217.8,72.4,102.4,176
11475,Italy,Serbia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11476,Italy,Serbia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11477,Italy,Serbia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
11478,Italy,Romania,Smoke Screen Bomb,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.8,1.6,1.4,2.2,1.6,0.4,4.4,0,0,0,16.4,7.6,0,0.2,0.2,0.4,0,0,3.6
11479,Italy,Romania,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.4,0,0,0,0.4,0,0,0.8,0.4
11480,Italy,Romania,Glue,11.8,11.8,11.8,11.8,12,12,11.6,12.2,11.8,11,13.6,10.8,8.8,21.4,2.2,7.4,0,4.4,12.4,15.6,0,0,0,16,0,0
11481,Italy,Poland,Smoke Screen Bomb,713.6,713.6,711.8,715.4,713.4,707,726.2,706.8,687.6,784,649,630,1072.6,244.6,572.8,0,356.8,209.8,401.2,622.4,47.6,0,9,177.8,46.2,118.2
11482,Italy,Poland,Giant Rubber Band,1596.4,1596.2,1596,1596.8,1595.6,1595.6,1599.4,1591.6,1595.8,1610.8,1568.2,1608.2,1656,1440.6,1728.2,1633.2,2294.8,2164.4,1653.4,1917.2,1950.2,1901.2,1683.2,1246.4,1172.2,1174.2
11483,Italy,Poland,Glue,1167.4,1167.6,1166.2,1168.6,1168.2,1161.8,1175.4,1167.6,1142.4,1216.4,1143.8,1067.4,1438,926,838,1680.2,2004.6,1776.2,1673,2905,2496.6,1620,1785.2,1773.8,1297,1621.6
11484,Italy,Lithuania,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11485,Italy,Lithuania,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,48.6,9.6,24.8,32.2,11.8,0,0,0,0
11486,Italy,Lithuania,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36.4,15.8,29.2,32,12,0,0,0,0
11487,Italy,Latvia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0
11488,Italy,Hungary,Smoke Screen Bomb,2222.8,2222,2225.2,2221,2220.2,2234.8,2207.8,2217.8,2278.6,2127,2247.6,2461.2,1672.2,2609.6,3101.8,4296.4,3048.6,3193.2,693.8,0,0,0,0,0,0,0
11489,Italy,Hungary,Giant Rubber Band,517.2,516.4,517.6,517.6,514,521.4,517.6,502.8,544,505.6,459,667.8,390,319.2,1294,1356.8,907.2,211.4,119.6,0,0,0,0,0.2,0,17.6
11490,Italy,Hungary,Glue,464.2,463.2,464.6,465,460,468.4,466.8,445,493.6,461.6,379.6,639.4,365.8,133.8,1418.8,123.2,62.8,59.8,1.6,0,0,0,0,0,0.2,0
11491,Italy,Estonia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11492,Italy,Czech Republic,Smoke Screen Bomb,60.2,60.2,60,60.4,60.4,59.2,61.8,60.2,55.8,69.4,55.4,42.4,110.4,13.2,4,0,2.2,0,1,1.2,13.8,19.2,4.8,0.2,0,0
11493,Italy,Czech Republic,Giant Rubber Band,209,209,208.8,209,209.4,207.6,210.2,210.6,201.8,218.2,211.6,175.6,267.4,192,67.6,35,28.8,102,100.2,66.2,93,56.6,29,46.8,24.8,25.8
11494,Italy,Czech Republic,Glue,1135.2,1135.6,1134.8,1135.6,1136.4,1132.2,1138,1139,1119.6,1155.8,1141.4,1061.4,1264.6,1098,821.6,574,578.8,1092.2,1242.6,971.2,717,641.8,373.4,208.8,77.8,85.2
11495,Italy,Croatia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11496,Italy,Croatia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,18.2
11497,Italy,Bulgaria,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
11498,Italy,Bulgaria,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6,0,0
11499,Italy,Bulgaria,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0
11500,Liechtenstein,Hungary,Giant Rubber Band,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.4,1.2,0,0.2,3.6,0,0,0,0,0,0,0,0,0,0,0
11501,Liechtenstein,Czech Republic,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0
11502,Luxembourg,Turkey,Smoke Screen Bomb,58.2,58.2,58.2,58,58.4,58.2,57.8,59,57.4,57,62.6,52.8,55.6,79.6,23.2,0,0,0,0,0,0,0,0,0,0,0
11503,Luxembourg,Slovakia,Smoke Screen Bomb,61.6,61.4,61.6,61.6,61.2,62,61.8,59.8,64.2,61.2,54.4,77,52,34.2,145,192.4,126.2,120,112.6,144.4,94.4,104,34.8,8.4,35.2,97.2
11504,Luxembourg,Slovakia,Giant Rubber Band,13.8,13.8,13.8,13.8,13.8,13.8,13.8,14,13.8,13.8,14.4,13,14,16.2,9,10,12,2.6,0,3.8,0,1.4,0,0,0,0
11505,Luxembourg,Slovakia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,5.2,0,0,0,0,0,0,0,0,0
11506,Luxembourg,Poland,Smoke Screen Bomb,15.2,15.2,15.2,15.4,15.2,15.2,15.6,14.8,15.4,16.6,12.4,17.2,20,0,31.6,81.8,58.2,90.2,49.4,27.4,34.4,94.2,64,182.6,50.6,50
11507,Luxembourg,Poland,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,1.4,5,6.6,3.6,5.4,3.2,7,1.6,2.2,3.6,3.2
11508,Luxembourg,Poland,Glue,4.8,4.8,4.8,4.8,4.8,4.8,4.6,4.8,5.2,3.8,5.4,6.2,0,10.2,8.2,0,6.4,6.2,5,2.8,10,10.4,7.4,4.2,1.8,0
11509,Luxembourg,Lithuania,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11510,Luxembourg,Hungary,Smoke Screen Bomb,20.8,20.8,20.8,20.6,20.6,21.2,20.2,20.6,22.8,17.2,21.6,30,0,35,54.8,47.8,12.8,2,0,0,0,0,0,0,0,0
11511,Luxembourg,Hungary,Giant Rubber Band,5.8,6,6,5.8,6,6,5.8,6,5.8,5.4,7,5.2,3.6,12.2,0,0,0,0,0,0,0,0,0,0,0,0
11512,Luxembourg,Hungary,Glue,8,8,8,8,8,7.8,8,8,7.6,8.6,7.6,6.8,11.6,4.2,4.6,8,4.6,0,0,0,0,0,0,0,0,0
11513,Luxembourg,Czech Republic,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11514,Luxembourg,Czech Republic,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.6,0,1.4,0
11515,Luxembourg,Czech Republic,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0
11516,Malta,Turkey,Smoke Screen Bomb,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.6,40.8,41,40.4,41.2,41.4,38.6,43.6,36.8,18.8,12,57.6,34.8,12,44.2,4.6,5,4.6,0
11517,Malta,Turkey,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0
11518,Malta,Slovenia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,7.2
11519,Malta,Slovenia,Giant Rubber Band,5.4,5.6,5.6,5.4,5.6,5.6,5.4,5.6,5.6,5.2,6,5.6,3.8,8.4,4.6,0.6,26.6,56.4,0,21.8,1.2,0,0,5,5,8.6
